[mybatis_study][INFO] [2020-05-04 10:14:32] org.apache.zookeeper.Environment.logEnv(98) | Client environment:zookeeper.version=3.6.1--104dcb3e3fb464b30c5186d229e00af9f332524b, built on 04/21/2020 15:01 GMT
[mybatis_study][INFO] [2020-05-04 13:48:04] org.apache.zookeeper.Environment.logEnv(98) | Client environment:java.class.path=/Applications/IntelliJ IDEA.app/Contents/lib/idea_rt.jar:/Applications/IntelliJ IDEA.app/Contents/plugins/junit/lib/junit5-rt.jar:/Applications/IntelliJ IDEA.app/Contents/plugins/junit/lib/junit-rt.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/charsets.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/deploy.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/ext/cldrdata.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/ext/dnsns.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/ext/jaccess.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/ext/jfxrt.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/ext/localedata.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/ext/nashorn.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/ext/sunec.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/ext/sunjce_provider.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/ext/sunpkcs11.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/ext/zipfs.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/javaws.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/jce.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/jfr.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/jfxswt.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/jsse.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/management-agent.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/plugin.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/resources.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/rt.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/lib/ant-javafx.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/lib/dt.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/lib/javafx-mx.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/lib/jconsole.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/lib/packager.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/lib/sa-jdi.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/lib/tools.jar:/Users/apple/IdeaProjects/springcloud2020/zookeeper-practice-project/target/classes:/Users/apple/MavenLocalRepertory/junit/junit/4.12/junit-4.12.jar:/Users/apple/MavenLocalRepertory/org/hamcrest/hamcrest-core/2.1/hamcrest-core-2.1.jar:/Users/apple/MavenLocalRepertory/org/hamcrest/hamcrest/2.1/hamcrest-2.1.jar:/Users/apple/MavenLocalRepertory/org/apache/logging/log4j/log4j-core/2.8.2/log4j-core-2.8.2.jar:/Users/apple/MavenLocalRepertory/org/apache/logging/log4j/log4j-api/2.12.1/log4j-api-2.12.1.jar:/Users/apple/MavenLocalRepertory/org/apache/zookeeper/zookeeper/3.6.1/zookeeper-3.6.1.jar:/Users/apple/MavenLocalRepertory/commons-lang/commons-lang/2.6/commons-lang-2.6.jar:/Users/apple/MavenLocalRepertory/org/apache/zookeeper/zookeeper-jute/3.6.1/zookeeper-jute-3.6.1.jar:/Users/apple/MavenLocalRepertory/org/apache/yetus/audience-annotations/0.5.0/audience-annotations-0.5.0.jar:/Users/apple/MavenLocalRepertory/io/netty/netty-handler/4.1.43.Final/netty-handler-4.1.43.Final.jar:/Users/apple/MavenLocalRepertory/io/netty/netty-common/4.1.43.Final/netty-common-4.1.43.Final.jar:/Users/apple/MavenLocalRepertory/io/netty/netty-buffer/4.1.43.Final/netty-buffer-4.1.43.Final.jar:/Users/apple/MavenLocalRepertory/io/netty/netty-transport/4.1.43.Final/netty-transport-4.1.43.Final.jar:/Users/apple/MavenLocalRepertory/io/netty/netty-resolver/4.1.43.Final/netty-resolver-4.1.43.Final.jar:/Users/apple/MavenLocalRepertory/io/netty/netty-codec/4.1.43.Final/netty-codec-4.1.43.Final.jar:/Users/apple/MavenLocalRepertory/io/netty/netty-transport-native-epoll/4.1.43.Final/netty-transport-native-epoll-4.1.43.Final.jar:/Users/apple/MavenLocalRepertory/io/netty/netty-transport-native-unix-common/4.1.43.Final/netty-transport-native-unix-common-4.1.43.Final.jar:/Users/apple/MavenLocalRepertory/org/slf4j/slf4j-api/1.7.29/slf4j-api-1.7.29.jar:/Users/apple/MavenLocalRepertory/org/slf4j/slf4j-log4j12/1.7.29/slf4j-log4j12-1.7.29.jar:/Users/apple/MavenLocalRepertory/log4j/log4j/1.2.17/log4j-1.2.17.jar:/Applications/IntelliJ IDEA.app/Contents/lib/idea_rt.jar
[mybatis_study][INFO] [2020-05-04 13:48:04] org.apache.zookeeper.Environment.logEnv(98) | Client environment:java.library.path=/Users/apple/Library/Java/Extensions:/Library/Java/Extensions:/Network/Library/Java/Extensions:/System/Library/Java/Extensions:/usr/lib/java:.
[mybatis_study][INFO] [2020-05-04 13:48:04] org.apache.zookeeper.Environment.logEnv(98) | Client environment:java.io.tmpdir=/var/folders/8x/0w1hzjy55bjd8jp5xz1qgcfm0000gn/T/
[mybatis_study][INFO] [2020-05-04 13:48:04] org.apache.zookeeper.Environment.logEnv(98) | Client environment:java.compiler=<NA>
[mybatis_study][INFO] [2020-05-04 13:48:04] org.apache.zookeeper.Environment.logEnv(98) | Client environment:os.name=Mac OS X
[mybatis_study][INFO] [2020-05-04 13:48:04] org.apache.zookeeper.Environment.logEnv(98) | Client environment:os.arch=x86_64
[mybatis_study][INFO] [2020-05-04 13:48:04] org.apache.zookeeper.Environment.logEnv(98) | Client environment:os.version=10.14.6
[mybatis_study][INFO] [2020-05-04 13:48:04] org.apache.zookeeper.Environment.logEnv(98) | Client environment:user.name=apple
[mybatis_study][INFO] [2020-05-04 13:48:04] org.apache.zookeeper.Environment.logEnv(98) | Client environment:user.home=/Users/apple
[mybatis_study][INFO] [2020-05-04 13:48:04] org.apache.zookeeper.Environment.logEnv(98) | Client environment:user.dir=/Users/apple/IdeaProjects/springcloud2020/zookeeper-practice-project
[mybatis_study][INFO] [2020-05-04 13:48:04] org.apache.zookeeper.Environment.logEnv(98) | Client environment:os.memory.free=227MB
[mybatis_study][INFO] [2020-05-04 13:48:04] org.apache.zookeeper.Environment.logEnv(98) | Client environment:os.memory.max=3641MB
[mybatis_study][INFO] [2020-05-04 13:48:04] org.apache.zookeeper.Environment.logEnv(98) | Client environment:os.memory.total=245MB
[mybatis_study][INFO] [2020-05-04 13:48:04] org.apache.zookeeper.ZooKeeper.<init>(1005) | Initiating client connection, connectString=101.37.204.222:2181 sessionTimeout=200000 watcher=top.serug.zookeeper.TestZookeeper$1@c39f790
[mybatis_study][INFO] [2020-05-04 13:48:04] org.apache.zookeeper.common.X509Util.<clinit>(77) | Setting -D jdk.tls.rejectClientInitiatedRenegotiation=true to disable client-initiated TLS renegotiation
[mybatis_study][INFO] [2020-05-04 13:48:04] org.apache.zookeeper.ClientCnxnSocket.initProperties(239) | jute.maxbuffer value is 1048575 Bytes
[mybatis_study][INFO] [2020-05-04 13:48:04] org.apache.zookeeper.ClientCnxn.initRequestTimeout(1703) | zookeeper.request.timeout value is 0. feature enabled=false
[mybatis_study][INFO] [2020-05-04 13:49:04] org.apache.zookeeper.ClientCnxn$SendThread.logStartConnect(1154) | Opening socket connection to server 101.37.204.222/101.37.204.222:2181.
[mybatis_study][INFO] [2020-05-04 13:49:04] org.apache.zookeeper.ClientCnxn$SendThread.logStartConnect(1156) | SASL config status: Will not attempt to authenticate using SASL (unknown error)
[mybatis_study][INFO] [2020-05-04 13:49:05] org.apache.zookeeper.ClientCnxn$SendThread.primeConnection(986) | Socket connection established, initiating session, client: /192.168.1.3:58672, server: 101.37.204.222/101.37.204.222:2181
[mybatis_study][INFO] [2020-05-04 13:49:05] org.apache.zookeeper.ClientCnxn$SendThread.onConnected(1420) | Session establishment complete on server 101.37.204.222/101.37.204.222:2181, session id = 0x100e2c5b88c0004, negotiated timeout = 40000
[mybatis_study][INFO] [2020-05-04 13:52:11] org.apache.zookeeper.Environment.logEnv(98) | Client environment:zookeeper.version=3.6.1--104dcb3e3fb464b30c5186d229e00af9f332524b, built on 04/21/2020 15:01 GMT
[mybatis_study][INFO] [2020-05-04 13:52:11] org.apache.zookeeper.Environment.logEnv(98) | Client environment:host.name=192.168.1.3
[mybatis_study][INFO] [2020-05-04 13:52:11] org.apache.zookeeper.Environment.logEnv(98) | Client environment:java.version=1.8.0_192
[mybatis_study][INFO] [2020-05-04 13:52:11] org.apache.zookeeper.Environment.logEnv(98) | Client environment:java.vendor=Oracle Corporation
[mybatis_study][INFO] [2020-05-04 13:52:11] org.apache.zookeeper.Environment.logEnv(98) | Client environment:java.home=/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre
[mybatis_study][INFO] [2020-05-04 13:52:11] org.apache.zookeeper.Environment.logEnv(98) | Client environment:java.class.path=/Applications/IntelliJ IDEA.app/Contents/lib/idea_rt.jar:/Applications/IntelliJ IDEA.app/Contents/plugins/junit/lib/junit5-rt.jar:/Applications/IntelliJ IDEA.app/Contents/plugins/junit/lib/junit-rt.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/charsets.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/deploy.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/ext/cldrdata.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/ext/dnsns.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/ext/jaccess.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/ext/jfxrt.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/ext/localedata.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/ext/nashorn.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/ext/sunec.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/ext/sunjce_provider.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/ext/sunpkcs11.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/ext/zipfs.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/javaws.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/jce.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/jfr.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/jfxswt.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/jsse.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/management-agent.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/plugin.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/resources.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/rt.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/lib/ant-javafx.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/lib/dt.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/lib/javafx-mx.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/lib/jconsole.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/lib/packager.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/lib/sa-jdi.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/lib/tools.jar:/Users/apple/IdeaProjects/springcloud2020/zookeeper-practice-project/target/classes:/Users/apple/MavenLocalRepertory/junit/junit/4.12/junit-4.12.jar:/Users/apple/MavenLocalRepertory/org/hamcrest/hamcrest-core/2.1/hamcrest-core-2.1.jar:/Users/apple/MavenLocalRepertory/org/hamcrest/hamcrest/2.1/hamcrest-2.1.jar:/Users/apple/MavenLocalRepertory/org/apache/logging/log4j/log4j-core/2.8.2/log4j-core-2.8.2.jar:/Users/apple/MavenLocalRepertory/org/apache/logging/log4j/log4j-api/2.12.1/log4j-api-2.12.1.jar:/Users/apple/MavenLocalRepertory/org/apache/zookeeper/zookeeper/3.6.1/zookeeper-3.6.1.jar:/Users/apple/MavenLocalRepertory/commons-lang/commons-lang/2.6/commons-lang-2.6.jar:/Users/apple/MavenLocalRepertory/org/apache/zookeeper/zookeeper-jute/3.6.1/zookeeper-jute-3.6.1.jar:/Users/apple/MavenLocalRepertory/org/apache/yetus/audience-annotations/0.5.0/audience-annotations-0.5.0.jar:/Users/apple/MavenLocalRepertory/io/netty/netty-handler/4.1.43.Final/netty-handler-4.1.43.Final.jar:/Users/apple/MavenLocalRepertory/io/netty/netty-common/4.1.43.Final/netty-common-4.1.43.Final.jar:/Users/apple/MavenLocalRepertory/io/netty/netty-buffer/4.1.43.Final/netty-buffer-4.1.43.Final.jar:/Users/apple/MavenLocalRepertory/io/netty/netty-transport/4.1.43.Final/netty-transport-4.1.43.Final.jar:/Users/apple/MavenLocalRepertory/io/netty/netty-resolver/4.1.43.Final/netty-resolver-4.1.43.Final.jar:/Users/apple/MavenLocalRepertory/io/netty/netty-codec/4.1.43.Final/netty-codec-4.1.43.Final.jar:/Users/apple/MavenLocalRepertory/io/netty/netty-transport-native-epoll/4.1.43.Final/netty-transport-native-epoll-4.1.43.Final.jar:/Users/apple/MavenLocalRepertory/io/netty/netty-transport-native-unix-common/4.1.43.Final/netty-transport-native-unix-common-4.1.43.Final.jar:/Users/apple/MavenLocalRepertory/org/slf4j/slf4j-api/1.7.29/slf4j-api-1.7.29.jar:/Users/apple/MavenLocalRepertory/org/slf4j/slf4j-log4j12/1.7.29/slf4j-log4j12-1.7.29.jar:/Users/apple/MavenLocalRepertory/log4j/log4j/1.2.17/log4j-1.2.17.jar:/Applications/IntelliJ IDEA.app/Contents/lib/idea_rt.jar
[mybatis_study][INFO] [2020-05-04 13:52:11] org.apache.zookeeper.Environment.logEnv(98) | Client environment:java.library.path=/Users/apple/Library/Java/Extensions:/Library/Java/Extensions:/Network/Library/Java/Extensions:/System/Library/Java/Extensions:/usr/lib/java:.
[mybatis_study][INFO] [2020-05-04 13:52:11] org.apache.zookeeper.Environment.logEnv(98) | Client environment:java.io.tmpdir=/var/folders/8x/0w1hzjy55bjd8jp5xz1qgcfm0000gn/T/
[mybatis_study][INFO] [2020-05-04 13:52:11] org.apache.zookeeper.Environment.logEnv(98) | Client environment:java.compiler=<NA>
[mybatis_study][INFO] [2020-05-04 13:52:11] org.apache.zookeeper.Environment.logEnv(98) | Client environment:os.name=Mac OS X
[mybatis_study][INFO] [2020-05-04 13:52:11] org.apache.zookeeper.Environment.logEnv(98) | Client environment:os.arch=x86_64
[mybatis_study][INFO] [2020-05-04 13:52:11] org.apache.zookeeper.Environment.logEnv(98) | Client environment:os.version=10.14.6
[mybatis_study][INFO] [2020-05-04 13:52:11] org.apache.zookeeper.Environment.logEnv(98) | Client environment:user.name=apple
[mybatis_study][INFO] [2020-05-04 13:52:11] org.apache.zookeeper.Environment.logEnv(98) | Client environment:user.home=/Users/apple
[mybatis_study][INFO] [2020-05-04 13:52:11] org.apache.zookeeper.Environment.logEnv(98) | Client environment:user.dir=/Users/apple/IdeaProjects/springcloud2020/zookeeper-practice-project
[mybatis_study][INFO] [2020-05-04 13:52:11] org.apache.zookeeper.Environment.logEnv(98) | Client environment:os.memory.free=227MB
[mybatis_study][INFO] [2020-05-04 13:52:11] org.apache.zookeeper.Environment.logEnv(98) | Client environment:os.memory.max=3641MB
[mybatis_study][INFO] [2020-05-04 13:52:11] org.apache.zookeeper.Environment.logEnv(98) | Client environment:os.memory.total=245MB
[mybatis_study][INFO] [2020-05-04 13:52:11] org.apache.zookeeper.ZooKeeper.<init>(1005) | Initiating client connection, connectString=101.37.204.222:2181 sessionTimeout=200000 watcher=top.serug.zookeeper.TestZookeeper$1@c39f790
[mybatis_study][INFO] [2020-05-04 13:52:11] org.apache.zookeeper.common.X509Util.<clinit>(77) | Setting -D jdk.tls.rejectClientInitiatedRenegotiation=true to disable client-initiated TLS renegotiation
[mybatis_study][INFO] [2020-05-04 13:52:11] org.apache.zookeeper.ClientCnxnSocket.initProperties(239) | jute.maxbuffer value is 1048575 Bytes
[mybatis_study][INFO] [2020-05-04 13:52:11] org.apache.zookeeper.ClientCnxn.initRequestTimeout(1703) | zookeeper.request.timeout value is 0. feature enabled=false
[mybatis_study][INFO] [2020-05-04 13:53:11] org.apache.zookeeper.ClientCnxn$SendThread.logStartConnect(1154) | Opening socket connection to server 101.37.204.222/101.37.204.222:2181.
[mybatis_study][INFO] [2020-05-04 13:53:11] org.apache.zookeeper.ClientCnxn$SendThread.logStartConnect(1156) | SASL config status: Will not attempt to authenticate using SASL (unknown error)
[mybatis_study][INFO] [2020-05-04 13:53:11] org.apache.zookeeper.ClientCnxn$SendThread.primeConnection(986) | Socket connection established, initiating session, client: /192.168.1.3:63364, server: 101.37.204.222/101.37.204.222:2181
[mybatis_study][INFO] [2020-05-04 13:53:12] org.apache.zookeeper.ClientCnxn$SendThread.onConnected(1420) | Session establishment complete on server 101.37.204.222/101.37.204.222:2181, session id = 0x100e2c5b88c0005, negotiated timeout = 40000
[mybatis_study][INFO] [2020-05-04 14:04:37] org.apache.zookeeper.Environment.logEnv(98) | Client environment:zookeeper.version=3.6.1--104dcb3e3fb464b30c5186d229e00af9f332524b, built on 04/21/2020 15:01 GMT
[mybatis_study][INFO] [2020-05-04 14:04:37] org.apache.zookeeper.Environment.logEnv(98) | Client environment:host.name=192.168.1.3
[mybatis_study][INFO] [2020-05-04 14:04:37] org.apache.zookeeper.Environment.logEnv(98) | Client environment:java.version=1.8.0_192
[mybatis_study][INFO] [2020-05-04 14:04:37] org.apache.zookeeper.Environment.logEnv(98) | Client environment:java.vendor=Oracle Corporation
[mybatis_study][INFO] [2020-05-04 14:04:37] org.apache.zookeeper.Environment.logEnv(98) | Client environment:java.home=/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre
[mybatis_study][INFO] [2020-05-04 14:04:37] org.apache.zookeeper.Environment.logEnv(98) | Client environment:java.class.path=/Applications/IntelliJ IDEA.app/Contents/lib/idea_rt.jar:/Applications/IntelliJ IDEA.app/Contents/plugins/junit/lib/junit5-rt.jar:/Applications/IntelliJ IDEA.app/Contents/plugins/junit/lib/junit-rt.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/charsets.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/deploy.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/ext/cldrdata.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/ext/dnsns.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/ext/jaccess.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/ext/jfxrt.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/ext/localedata.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/ext/nashorn.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/ext/sunec.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/ext/sunjce_provider.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/ext/sunpkcs11.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/ext/zipfs.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/javaws.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/jce.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/jfr.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/jfxswt.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/jsse.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/management-agent.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/plugin.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/resources.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/jre/lib/rt.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/lib/ant-javafx.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/lib/dt.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/lib/javafx-mx.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/lib/jconsole.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/lib/packager.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/lib/sa-jdi.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_192.jdk/Contents/Home/lib/tools.jar:/Users/apple/IdeaProjects/springcloud2020/zookeeper-practice-project/target/classes:/Users/apple/MavenLocalRepertory/junit/junit/4.12/junit-4.12.jar:/Users/apple/MavenLocalRepertory/org/hamcrest/hamcrest-core/2.1/hamcrest-core-2.1.jar:/Users/apple/MavenLocalRepertory/org/hamcrest/hamcrest/2.1/hamcrest-2.1.jar:/Users/apple/MavenLocalRepertory/org/apache/logging/log4j/log4j-core/2.8.2/log4j-core-2.8.2.jar:/Users/apple/MavenLocalRepertory/org/apache/logging/log4j/log4j-api/2.12.1/log4j-api-2.12.1.jar:/Users/apple/MavenLocalRepertory/org/apache/zookeeper/zookeeper/3.6.1/zookeeper-3.6.1.jar:/Users/apple/MavenLocalRepertory/commons-lang/commons-lang/2.6/commons-lang-2.6.jar:/Users/apple/MavenLocalRepertory/org/apache/zookeeper/zookeeper-jute/3.6.1/zookeeper-jute-3.6.1.jar:/Users/apple/MavenLocalRepertory/org/apache/yetus/audience-annotations/0.5.0/audience-annotations-0.5.0.jar:/Users/apple/MavenLocalRepertory/io/netty/netty-handler/4.1.43.Final/netty-handler-4.1.43.Final.jar:/Users/apple/MavenLocalRepertory/io/netty/netty-common/4.1.43.Final/netty-common-4.1.43.Final.jar:/Users/apple/MavenLocalRepertory/io/netty/netty-buffer/4.1.43.Final/netty-buffer-4.1.43.Final.jar:/Users/apple/MavenLocalRepertory/io/netty/netty-transport/4.1.43.Final/netty-transport-4.1.43.Final.jar:/Users/apple/MavenLocalRepertory/io/netty/netty-resolver/4.1.43.Final/netty-resolver-4.1.43.Final.jar:/Users/apple/MavenLocalRepertory/io/netty/netty-codec/4.1.43.Final/netty-codec-4.1.43.Final.jar:/Users/apple/MavenLocalRepertory/io/netty/netty-transport-native-epoll/4.1.43.Final/netty-transport-native-epoll-4.1.43.Final.jar:/Users/apple/MavenLocalRepertory/io/netty/netty-transport-native-unix-common/4.1.43.Final/netty-transport-native-unix-common-4.1.43.Final.jar:/Users/apple/MavenLocalRepertory/org/slf4j/slf4j-api/1.7.29/slf4j-api-1.7.29.jar:/Users/apple/MavenLocalRepertory/org/slf4j/slf4j-log4j12/1.7.29/slf4j-log4j12-1.7.29.jar:/Users/apple/MavenLocalRepertory/log4j/log4j/1.2.17/log4j-1.2.17.jar:/Applications/IntelliJ IDEA.app/Contents/lib/idea_rt.jar
[mybatis_study][INFO] [2020-05-04 14:04:37] org.apache.zookeeper.Environment.logEnv(98) | Client environment:java.library.path=/Users/apple/Library/Java/Extensions:/Library/Java/Extensions:/Network/Library/Java/Extensions:/System/Library/Java/Extensions:/usr/lib/java:.
[mybatis_study][INFO] [2020-05-04 14:04:37] org.apache.zookeeper.Environment.logEnv(98) | Client environment:java.io.tmpdir=/var/folders/8x/0w1hzjy55bjd8jp5xz1qgcfm0000gn/T/
[mybatis_study][INFO] [2020-05-04 14:04:37] org.apache.zookeeper.Environment.logEnv(98) | Client environment:java.compiler=<NA>
[mybatis_study][INFO] [2020-05-04 14:04:37] org.apache.zookeeper.Environment.logEnv(98) | Client environment:os.name=Mac OS X
[mybatis_study][INFO] [2020-05-04 14:04:37] org.apache.zookeeper.Environment.logEnv(98) | Client environment:os.arch=x86_64
[mybatis_study][INFO] [2020-05-04 14:04:37] org.apache.zookeeper.Environment.logEnv(98) | Client environment:os.version=10.14.6
[mybatis_study][INFO] [2020-05-04 14:04:37] org.apache.zookeeper.Environment.logEnv(98) | Client environment:user.name=apple
[mybatis_study][INFO] [2020-05-04 14:04:37] org.apache.zookeeper.Environment.logEnv(98) | Client environment:user.home=/Users/apple
[mybatis_study][INFO] [2020-05-04 14:04:37] org.apache.zookeeper.Environment.logEnv(98) | Client environment:user.dir=/Users/apple/IdeaProjects/springcloud2020/zookeeper-practice-project
[mybatis_study][INFO] [2020-05-04 14:04:37] org.apache.zookeeper.Environment.logEnv(98) | Client environment:os.memory.free=227MB
[mybatis_study][INFO] [2020-05-04 14:04:37] org.apache.zookeeper.Environment.logEnv(98) | Client environment:os.memory.max=3641MB
[mybatis_study][INFO] [2020-05-04 14:04:37] org.apache.zookeeper.Environment.logEnv(98) | Client environment:os.memory.total=245MB
[mybatis_study][INFO] [2020-05-04 14:04:37] org.apache.zookeeper.ZooKeeper.<init>(1005) | Initiating client connection, connectString=101.37.204.222:2181 sessionTimeout=200000 watcher=top.serug.zookeeper.TestZookeeper$1@c39f790
